,ISIN,Ticker,Company,Sector,Industry,Business Activity,Country,Market Cap,Size,1M(%),3M(%),6M(%),YTD(%),Date,Asset Turnover,Current Ratio,Debt/Assets,Debt/Equity,Dividend Coverage Ratio,Dividend Payout Ratio,EBITDA Margin,EBITDA Y/Y,EPS Y/Y,EV/EBITDA,EV/FCF,EV/Revenue,Earnings Retention Rate,FCF Yield,Gross Profit Margin,Interest Coverage Ratio,Net Profit Margin,Operating Profit Y/Y,PE,PEG,Price/Book,Price/Sales,Quick Ratio,ROA,ROE,ROIC,Reinvestment Rate,Revenue Y/Y,Working Capital/Assets
644,CNE100000GH7,300024,SIASUN Robot & Automation Co Ltd,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment (NEC),China,2876564024.0,Mid Cap 2-10B,-1.245847176,-13.52727273,-25.54790232,-3.333333333,2019-12-31,-0.485524312177923,2.49227,21.65381,31.44569,,0.0,14.35137,-0.342,-0.348,57.1541203405475,,8.20239859066326,1.0,-0.474852407741236,27.916,3.4034,10.56345,-0.439,74.97456220211,-2.14208159456554,3.2329054352068,7.95610024415683,1.34987,2.98149948374771,4.43578658820607,4.17572564367606,4.43578658820607,-0.113,0.40917
645,US5128071082,LRCX,Lam Research Corp,Technology,Semiconductors & Semiconductor Equipment,Semiconductor Equipment & Testing (NEC),United States of America,69160000000.0,Large Cap >10B,2.267444318,37.3434852,34.97970613,2.473161539,2020-06-28,0.2971962245395851,3.43201,39.98696,112.55151,338.559071657001,29.5369429950798,29.2931,0.053,0.102,14.6226638720507,33.9757018993441,4.28343218946521,0.704630570049202,4.26407223967321,45.88167,15.06877,22.41724,0.076,20.0300463938037,1.96118968674895,8.49987061382991,4.49018339556162,2.8312,16.9557287960489,45.7377798229782,23.822141968055,32.22823786945,0.039,0.52827
646,USN070592100,ASML,ASML Holding NV,Technology,Semiconductors & Semiconductor Equipment,Semiconductor Equipment & Testing (NEC),Netherlands,223730000000.0,Large Cap >10B,10.36135617,44.58324466,47.0576,9.521856803,2020-12-31,-0.05491542292008222,2.41236,17.10027,33.62903,169.99590409403,,32.4949,,,38.3364112215372,68.0110454193049,12.4573795966369,,2.0221942675909,48.6261,,25.42261,,50.468446355804,1.24861294488922,11.860166965239,12.8303989718147,1.72039,13.8065811840611,26.0880268043631,20.1354652054069,10.7417589378543,,0.34204
647,BMG5876H1051,MRVL,Marvell Technology Group Ltd,Technology,Semiconductors & Semiconductor Equipment,Semiconductors (NEC),Bermuda,34571000000.0,Large Cap >10B,11.31300022,34.84816703,46.96041325,8.245687842,2020-02-01,-0.5301092867400579,2.16498,14.94121,19.16719,992.894161292951,10.0715669301328,14.46412,-0.184,,43.901191055557,150.226257987045,6.34992280934705,0.899284330698672,1.6837442491124,50.2727,-1.56871,58.69939,-1.786,28.4291813010726,0.011742380659623,1.83786850066168,6.02161181196676,1.71019,14.9824300128411,19.8234844063087,18.0450895878003,17.8269489064429,-0.058,0.07431
648,US9839191015,XLNX,Xilinx Inc,Technology,Semiconductors & Semiconductor Equipment,Semiconductors (NEC),United States of America,32026000000.0,Large Cap >10B,-6.669049321,6.550562531,21.8882489,-7.900119913,2020-03-28,0.10923141593004777,2.67955,26.55618,53.83774,213.215687223805,,30.91642,-0.082,-0.089,18.0987398210237,25.6564516021944,5.59548182401177,,5.53557585346486,66.59404,20.59895,25.06496,-0.146,23.3553162686141,-2.70862638638117,7.9218139500595,6.06349594297975,2.39923,16.1045526914937,30.6273396337876,21.692336627449,16.2628526522836,0.034,0.38852
649,US83088M1027,SWKS,Skyworks Solutions Inc,Technology,Semiconductors & Semiconductor Equipment,Integrated Circuits,United States of America,27909000000.0,Large Cap >10B,12.52576291,17.01927949,24.9225987,10.70774464,2020-10-02,0.16247379489432265,5.1686,,,265.472312703583,37.6687116564417,37.84307,-0.045,-0.029,18.5456403293251,47.196610529479,7.01824020449087,0.623312883435583,3.23092490596946,47.71285,,24.28703,-0.055,30.0994637322269,-10.7070260091805,5.83906714907338,7.43404267365974,3.3711,16.3880035792204,19.6705484824715,19.6657213540095,12.2609062933687,-0.006,0.36603
650,US6098391054,MPWR,Monolithic Power Systems Inc,Technology,Semiconductors & Semiconductor Equipment,Semiconductors (NEC),United States of America,16023000000.0,Large Cap >10B,1.020034565,11.66006331,35.07108224,-2.98719384,2020-12-31,0.3364419585085007,5.72909,,,181.561623257561,,,,,,,18.8533644422655,,,55.17827,,19.46529,,99.3901926036089,2.36159522117206,17.1512039046467,,4.66041,15.1856974057517,18.8928312408984,18.8928312408984,8.48709080857295,,0.57512
651,US29362U1043,ENTG,Entegris Inc,Technology,Semiconductors & Semiconductor Equipment,Semiconductor Equipment & Testing (NEC),United States of America,13282000000.0,Large Cap >10B,4.33863395,29.78037282,38.63158403,2.460321393,2020-12-31,0.17830524413422694,4.07849,37.21371,78.70879,677.653464436684,14.7568049523848,28.70238,,,25.254816285249,49.6091389499295,7.24873221587758,0.852431950476152,2.40487277340107,42.8454,8.17171,15.86441,,42.3051695068212,2.7756965802579,9.40080391057791,7.04301137032872,3.00805,10.8568580778544,23.176787147553,14.6007755594089,19.7566338739592,,0.3193
652,US2254471012,CREE,Cree Inc,Technology,Semiconductors & Semiconductor Equipment,Semiconductors (NEC),United States of America,11222000000.0,Large Cap >10B,3.991769547,59.91140642,44.75153945,-4.551463645,2020-06-28,-0.45800923000668475,5.46978,24.723,38.23473,,,-4.19294,-1.236,2.177,,,6.41482677524062,,-4.38531259488574,25.86569,-3.8801,-21.0864,,,,3.02767009407591,6.89475262750304,4.85474,-6.30301426941583,-9.30740659820843,,-9.30740659820843,-0.163,0.40285
653,US45772F1075,IPHI,Inphi Corp,Technology,Semiconductors & Semiconductor Equipment,Semiconductors (NEC),United States of America,8786668055.0,Mid Cap 2-10B,7.388064454,19.92176387,37.32692621,5.07259924,2020-12-31,0.18494928845472342,2.09899,45.99052,131.09412,,,35.34177,,,35.8757096949886,108.27579335359,12.6791091313031,,0.998720907551664,54.34202,0.09913,-8.74788,,,,,11.725010052024,1.51425,-6.02184612562379,-17.0621338234013,,,,0.20767
654,US55306N1046,MKSI,MKS Instruments Inc,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Testing & Measuring Equipment,United States of America,8715519500.0,Mid Cap 2-10B,4.89747163,40.29498993,26.94751862,5.064805583,2020-12-31,0.10023455225565116,4.82589,21.27741,35.13491,793.703504980169,12.5991632105113,24.51502,,,14.5113355910364,21.5687610970596,3.55745703416309,0.874008367894887,5.14790769343567,42.67382,16.21993,15.02575,,22.5899544146882,0.159995035759962,3.51364928385312,3.5707660944206,3.48489,9.57234764491812,15.9708264412291,12.2733671159873,13.9586359518312,,0.36694
655,US5184151042,LSCC,Lattice Semiconductor Corp,Technology,Semiconductors & Semiconductor Equipment,Semiconductors (NEC),United States of America,5461211946.0,Mid Cap 2-10B,-8.840909091,15.39125432,32.81456953,-12.46180707,2019-12-28,0.12824418938761475,2.62906,23.9448,44.72516,,0.0,23.94523,0.433,-2.523,26.8370977662488,26.2444607862875,6.42620490075304,1.0,3.74826829254822,55.6466,5.43048,10.76312,1.255,54.815997263476,0.240524794544354,7.85747849714998,6.53260269294445,2.07826,7.03939377018588,14.8410894771683,11.0479272384812,14.8410894771683,0.013,0.2657
656,US12571T1007,CCMP,CMC Materials Inc,Technology,Semiconductors & Semiconductor Equipment,Semiconductors (NEC),United States of America,4294932649.0,Mid Cap 2-10B,2.085932086,3.099360802,-4.380852172,-2.637144746,2020-09-30,-0.15685484420298587,3.18214,38.77243,85.76774,279.512319223468,35.7765984260789,31.08173,0.255,1.919,13.8733523071513,43.3401417503737,4.31207756463938,0.642234015739211,3.82179871893222,43.77086,5.15688,12.79511,0.232,26.7862334403082,0.15409189129972,3.86564730441411,3.78431723507754,2.30463,6.15872466950237,13.9026325139072,9.07908385912585,8.92874350875315,0.076,0.16652
657,US85209W1099,SPT,Sprout Social Inc,Technology,Software & IT Services,Software (NEC),United States of America,3493673898.0,Mid Cap 2-10B,39.62343981,47.55197854,137.495502,45.34243559,2019-12-31,0.34564028923465706,3.64718,,,,,-36.15333,1.654,1.236,,,6.73339488204309,,-2.42037769499614,72.58804,-175.06667,-45.57333,1.276,,,4.89288991454972,6.10403329325168,,-35.8076163955997,-183.964470296932,,-183.964470296932,0.303,0.60117
658,US98139A1051,WK,Workiva Inc,Technology,Software & IT Services,Enterprise Software,United States of America,4697690534.0,Mid Cap 2-10B,7.381293379,81.0700353,74.80272597,6.385068762,2019-12-31,0.16938264646133402,2.46293,46.67232,,,,-13.95208,-0.097,-0.094,,66.1254579167914,5.93304678288367,,1.37275981930086,71.46204,-7.18222,-16.15826,-0.082,,,,6.53603729149253,,-10.9706247357571,-173.134543100192,,-173.134543100192,0.219,0.52491
659,US09239B1098,BL,Blackline Inc,Technology,Software & IT Services,Software (NEC),United States of America,7421389471.0,Mid Cap 2-10B,-1.560660718,40.43336945,48.42551242,-2.819013345,2019-12-31,-0.3187818556760198,3.49477,37.88303,96.42009,,,-2.29258,-0.117,0.14,,132.301434123403,9.17121950736393,,0.702310613136238,79.59173,-3.22532,-11.12411,-0.065,,,7.23459246485484,9.87036708930846,,-4.26330193039542,-9.06418900094723,,-9.06418900094723,0.269,0.509
660,US98936J1016,ZEN,Zendesk Inc,Technology,Software & IT Services,Application Software,United States of America,16829000000.0,Large Cap >10B,2.991788647,36.03697067,45.22754732,0.7825600894,2020-12-31,-0.025691249935790184,1.84218,49.50514,,,,-8.8316,,,,,16.3134178427373,,-0.073333480141766,75.62959,-3.07426,-21.1913,,,,,16.0195469150048,,-11.8837605273392,-49.0389575361171,,,,0.2704
661,US2575541055,DOMO,Domo Inc,Technology,Software & IT Services,Enterprise Software,United States of America,1898484035.0,Small Cap 300M-2B,-2.326656394,86.71575847,95.34668722,-0.595891485,2020-01-31,0.17247470686541222,1.11814,49.96955,,,,-62.48738,-0.199,-0.21,,,3.9470820885262,,-13.015082192307,67.74417,-9.14817,-72.46806,-0.2,,,,3.84402318405952,,,,,,0.217,0.08398
662,US75606N1090,RP,RealPage Inc,Technology,Software & IT Services,Enterprise Software,United States of America,8830477363.0,Mid Cap 2-10B,-0.8021083992,54.86583184,37.08630246,-0.767996332,2019-12-31,-0.3076653112233048,1.20974,40.60843,102.81944,,0.0,20.98618,0.247,0.594,29.4221999052428,22.982903868755,6.17459584384133,1.0,5.12975692044155,52.79233,2.23507,5.89069,0.399,80.5750434730467,1.49790295239438,4.34170467845941,5.23729274108018,,2.29726556410444,5.20655649723831,4.85097359256596,5.20655649723831,0.136,0.0371
663,US83200N1037,SMAR,Smartsheet Inc,Technology,Software & IT Services,Enterprise Software,United States of America,8525569522.0,Mid Cap 2-10B,0.6639722864,37.2024395,45.29166667,0.6494443643,2020-01-31,-0.1431460283311117,2.7052,0.5176,0.80321,,,-24.47966,0.813,0.31,,,19.0774057645765,,-0.414801284006586,80.4712,-415.096,-35.41764,0.884,,,11.1466725526984,,,-17.341824090928,-28.174060130504,,-28.174060130504,0.524,0.49858
664,NL0013056914,ESTC,Elastic NV,Technology,Software & IT Services,Programming Software & Testing Tools,Netherlands,13282000000.0,Large Cap >10B,2.765943058,44.38004751,62.66324128,3.989598303,2020-04-30,0.14331319124860817,1.4941,,,,,-26.17955,0.182,0.138,,,11.7288914665357,,-0.704896830386528,71.30864,,-39.09406,0.525,,,12.8422034770456,11.8194069746036,,-25.9255037611009,-49.4115943185563,,-49.4115943185563,0.574,0.19755
665,US70438V1061,PCTY,Paylocity Holding Corp,Technology,Software & IT Services,Software (NEC),United States of America,10169000000.0,Large Cap >10B,-9.965899813,-0.6834437086,38.5616084,-8.960225341,2020-06-30,-0.47558101644491135,1.18043,5.09003,25.72358,,0.0,16.96539,0.307,0.189,82.5314149921763,108.69416209147,14.0017770262828,1.0,0.864219326793926,66.67777,78.78273,11.80036,0.507,,6.67988940645003,,14.9057201782458,,3.40168815140639,18.3928021093723,16.2411807607957,18.3928021093723,0.22,0.12803
666,US03272L1089,PLAN,Anaplan Inc,Technology,Software & IT Services,Cloud Computing Services,United States of America,9464197867.0,Mid Cap 2-10B,-9.016505252,17.61594075,44.65408805,-7.167710508,2020-01-31,0.023497771083753317,1.50448,2.18788,4.87416,,,-34.76677,0.049,0.108,,,21.2601401636103,,-0.393558667206182,73.9163,-178.12712,-42.87574,0.147,,,,,,-25.3215745102564,-49.8088153561909,,-49.8088153561909,0.446,0.23888
667,US70432V1026,PAYC,Paycom Software Inc,Technology,Software & IT Services,Enterprise Software,United States of America,22220000000.0,Large Cap >10B,-15.15896244,1.782411751,28.97900958,-16.0331675,2019-12-31,-0.34391982923804965,1.06705,1.31219,6.19659,,0.0,36.38953,0.32,0.323,57.2231177858327,116.963409626511,20.823222849807,1.0,0.849439793004441,85.1225,240.66383,24.47921,0.302,86.3265252888854,2.65530092486855,,,1.06639,9.00888361055796,41.9082844873523,,41.9082844873523,0.303,0.04728
668,US3383071012,FIVN,Five9 Inc,Technology,Software & IT Services,Application Software,United States of America,10969000000.0,Large Cap >10B,-4.178674352,16.1693802,43.1338786,-4.673165138,2019-12-31,0.2833438699853148,5.77758,44.34906,108.89401,,,5.38618,0.022,,,121.886500713906,11.8885472135876,,0.808081536737951,58.9913,0.22534,-1.38778,-0.534,,,,12.0702980433285,,-1.03802993229546,-2.68391478924311,,-2.68391478924311,0.273,0.6536
669,US64829B1008,NEWR,New Relic Inc,Technology,Software & IT Services,Application Software,United States of America,4705986150.0,Mid Cap 2-10B,16.66666667,21.08229989,10.55882353,14.95412844,2020-03-31,-0.10868546570885954,2.65667,33.93456,108.85427,,,-1.62566,-1.471,1.111,,82.75468632493,3.9423426488966,,1.05398723370511,82.77977,-3.60789,-15.17556,1.582,,,7.0830295269198,4.51987496455439,,-7.74730793418037,-24.0282924180264,,-24.0282924180264,0.251,0.49575
670,US5840211099,MDLA,Medallia Inc,Technology,Software & IT Services,Enterprise Software,United States of America,6243615116.0,Mid Cap 2-10B,25.64335453,40.25008449,32.97020186,24.92474413,2020-01-31,0.36181629498212,1.66375,0.5899,1.08498,,,-19.97699,0.506,0.272,,,8.15443979545946,,-0.631972321650945,63.92488,,-27.91139,0.429,,,9.38876542059806,9.27989769106725,,-22.2038617044512,-57.4349508904148,,-57.4349508904148,0.283,0.29407
671,US0900431000,BILL,Bill.com Holdings Inc,Technology,Software & IT Services,Software (NEC),United States of America,9892352173.0,Mid Cap 2-10B,-12.09520375,15.41666667,33.34792122,-10.71062271,2020-06-30,-0.8190839764269793,1.419,0.09567,0.32362,,,-18.9981,,5.703,,,,,-0.414848462461666,75.16244,-149.33624,-19.72779,2.489,,,10.107891460899,,,-1.58211318029887,-10.2262598221892,,-10.2262598221892,0.455,0.29226
672,US98983V1061,ZUO,Zuora Inc,Technology,Software & IT Services,Enterprise Software,United States of America,1758200000.0,Small Cap 300M-2B,6.575144509,47.64764765,27.59515571,5.886575736,2020-01-31,0.3000739012601134,1.61082,2.61693,6.39261,,,-26.73325,0.198,-0.058,,,5.46368684728154,,-1.52612840551795,51.39373,,-30.20898,0.217,,,10.2551623444344,5.93735895123109,,-22.9018199194259,-48.1388160116373,,-48.1388160116373,0.175,0.25151
673,US05338G1067,AVLR,Avalara Inc,Technology,Software & IT Services,Application Software,United States of America,12686000000.0,Large Cap >10B,-9.638554217,-1.133667282,15.21622244,-9.030262599,2019-12-31,0.1657238346792913,2.08593,0.0,0.0,,,-10.46804,-0.26,-0.395,,,13.5165650363082,,0.224605905467568,69.85024,-193.32872,-13.13056,-0.165,,,12.2337591627933,14.0487087529189,,-8.88586877178267,-17.5182940124722,,-17.5182940124722,0.405,0.36552
674,US23804L1035,DDOG,Datadog Inc,Technology,Software & IT Services,Application Software,United States of America,31291000000.0,Large Cap >10B,3.871815609,6.576081319,14.00199712,4.378301503,2019-12-31,0.032114710938038415,4.51432,,,,,-2.14179,0.552,0.518,,,,,0.007064077452015,75.48128,,-4.6061,0.825,,,14.313154235792,,,-2.74431326886141,-4.7317004105904,,-4.7317004105904,0.832,0.67791
675,US26210C1045,DBX,Dropbox Inc,Technology,Software & IT Services,Application Software,United States of America,9360158096.0,Mid Cap 2-10B,-1.308329699,20.69333333,0.3102836864,1.982875169,2019-12-31,0.29706098878986203,1.22507,7.96162,26.58337,,,6.71161,-1.352,-0.905,58.2451556803587,16.6223057546967,3.90918850199242,,5.29995838169359,75.26034,-8.6413,-3.17221,-0.839,,,9.2385781565142,4.43734184072714,,-2.39910773222862,-7.09668731483975,,-7.09668731483975,0.194,0.08462
676,US78489X1037,SVMK,SVMK Inc,Technology,Software & IT Services,Software (NEC),United States of America,3585201932.0,Mid Cap 2-10B,-0.6306661411,19.30903928,6.371308015,-1.33072407,2019-12-31,-0.2673158979327404,0.83546,26.79684,71.36669,,,-7.05124,-0.714,-0.609,,61.9928291794463,8.10005810429346,,1.70846223359337,75.10775,-4.69796,-24.02536,-0.459,,,8.0510364526782,7.64788404175382,,-9.95667990242699,-28.3328250541365,,-28.3328250541365,0.209,-0.0395
677,US9224751084,VEEV,Veeva Systems Inc,Healthcare,Healthcare Equipment & Supplies,Medical Software & Technology Services,United States of America,41871000000.0,Large Cap >10B,0.3229903829,-2.89447801,6.515624397,1.53902663,2020-01-31,-0.022841236721735422,2.77794,0.06233,0.08501,,0.0,29.58479,0.283,0.214,63.3693433984815,47.797647239559,18.7476845699546,1.0,1.5882086132533,72.52294,,27.27318,0.284,90.5519835461098,3.60217460329961,13.1238318258964,,,15.3414699571499,20.7428471248488,20.7327354868338,20.7428471248488,0.281,0.43136
678,US22266L1061,COUP,Coupa Software Inc,Technology,Software & IT Services,Software (NEC),United States of America,22365000000.0,Large Cap >10B,-8.992921965,9.641922015,3.265904622,-8.568646543,2020-01-31,-0.40020172701306855,1.81948,48.08826,172.00717,,,-11.32226,0.209,0.511,,,,,0.557993296175226,64.27785,-1.94978,-23.30705,0.55,,,,,,-7.78291934021011,-23.9366061522812,,-23.9366061522812,0.497,0.26257
679,US72941B1061,PS,Pluralsight Inc,Technology,Software & IT Services,IT Services & Consulting (NEC),United States of America,3100341795.0,Mid Cap 2-10B,-2.393242609,23.80952381,5.798575789,-0.7633587786,2019-12-31,-0.2442001976812831,1.96135,45.5668,191.02535,,,-42.00057,0.131,-0.726,,,7.98610366561484,,-1.7358874535562,77.48477,-6.34797,-51.61686,0.094,,,13.3142503481355,5.1326974535357,,-22.1139963336884,-79.2219710208114,,-79.2219710208114,0.366,0.26448
680,US10316T1043,BOX,Box Inc,Technology,Software & IT Services,Application Software,United States of America,2750874597.0,Mid Cap 2-10B,-4.251794589,7.902924704,-1.644923427,-3.933518006,2020-01-31,0.4762716175638578,0.79269,18.6734,,,,-11.25967,-0.108,0.034,,71.3189426191541,3.20649664459171,,1.40954223530939,69.03804,-20.2054,-20.73179,0.027,,,,3.18968503326324,,-17.9297358261829,,,,0.144,-0.1247
681,US29978A1043,EVBG,Everbridge Inc,Technology,Software & IT Services,Software (NEC),United States of America,4711814448.0,Mid Cap 2-10B,-9.694293478,23.80553227,-6.859585201,-10.82712819,2019-12-31,-0.3482250370547151,3.691,51.38947,195.30575,,,-13.50445,-0.045,-0.035,,,12.6522425909738,,-0.107018907027076,68.37198,-6.31559,-26.01029,0.122,,,11.9961774475551,12.889467948746,,-9.50452761133485,-39.8140739894083,,-39.8140739894083,0.366,0.54433
682,US98585N1063,YEXT,Yext Inc,Technology,Software & IT Services,Online Services (NEC),United States of America,2062637475.0,Mid Cap 2-10B,5.834378921,-3.045977011,1.443174986,7.315521628,2020-01-31,0.23619889349687884,1.54254,0.0,0.0,,,-38.43436,0.669,0.43,,,4.93402515318125,,-2.55480298063489,74.22272,-399.19805,-40.67343,0.625,,,8.60039260158998,5.58740501504205,,-29.2613403824024,-85.0668915632294,,-85.0668915632294,0.309,0.23577
683,US03783C1009,APPF,Appfolio Inc,Technology,Software & IT Services,Enterprise Software,United States of America,5245690408.0,Mid Cap 2-10B,-15.52324617,4.143665235,8.96320593,-15.1244168,2019-12-31,0.9879577103693185,1.30221,18.67844,36.81925,,0.0,11.72797,-0.124,0.817,,,14.6674126980376,1.0,0.250729323784037,51.55032,,14.17199,-0.612,104.432814414483,1.31952184055802,,15.2750326156586,,16.6491144747076,32.4241720137983,22.5218346710367,32.4241720137983,0.347,0.05513
684,IL0011301780,WIX,Wix.Com Ltd,Technology,Software & IT Services,Application Software,Israel,13746000000.0,Large Cap >10B,-2.678747292,-6.452345791,-11.5720524,-1.16418627,2019-12-31,0.34090248578557125,1.71966,32.73118,173.25426,,,-8.34805,2.323,1.203,,46.2235448290954,7.74340091897389,,2.06281910430363,74.12822,-150.56285,-11.35401,1.62,,,,8.12095965412672,,-8.88842259659322,-48.0059108812435,,-48.0059108812435,0.261,0.29069
